 90.208881172	 90.486546716	 87.839790185	 82.644974240	 77.822835344	 73.919725978	 82.681661767	 81.373522582	 80.362364100	 80.023726700	 78.402500005	 75.853417371	 74.743382042	 76.477704659	 77.048717770	 77.012268291	 76.759816217	 75.488988061	 71.023925533	 67.195846160	 60.833985702	 53.249706041	 49.764242328	 49.793491961	 51.789265834	 60.086189764	 66.178955535	 65.650182865	 74.926450867	 70.619601632	 72.944732301	 70.149387214	 71.544390862	 68.062461979	 69.689005220	 67.269803386	 67.316043406	 65.214684515	 61.008928494	 54.738908918	 46.557035336	 40.743093533	 42.752401388	 36.116521225	 32.466187054	 36.667089511	 31.237108154	 27.574860842	 56.151119307	 54.254483539	 51.638925449
 -5.063749932	 -6.010702106	 -2.342189289	 -5.351377151	 -3.783637797	 -4.327031349	 -3.632667368	 -5.839832397	 -5.258237154	 -4.214948539	 -4.068180493	 -1.334087000	 -0.420715975	 -3.544399494	 -1.633817356	 -5.293139802	 -0.491172214	 -2.551416307	 -1.483091813	  0.939399764	 -2.970216632	 -2.000255869	 -3.368198457	 -3.706073340	 -7.512880723	 -2.598328897	 -6.238762109	 -4.247299095	 -6.755272265	 -8.208917292	 -6.784686084	 -8.072298471	 -5.914362797	 -8.227570632	 -5.306337769	 -8.563225785	 -7.232620320	 -6.819434689	 -6.586632731	 -1.577475969	 -0.869022925	 -2.623000547	-12.698259688	 -6.565262925	 -9.533265377	 -4.624406565	 -8.233842720	 -7.474211566	 -3.271382208	 -9.972514278	 -2.163697457
-33.605612672	-30.880732208	-35.244800900	-43.046349885	-32.629489336	-42.959886669	-37.486740675	-36.172562030	-33.990067192	-34.714888925	-31.871584474	-33.976879359	-34.540227975	-32.283819588	-31.295816155	-34.357908490	-30.229044779	-32.981744329	-37.124228629	-35.593751055	-37.105615471	-36.042711297	-33.671887297	-33.538400829	-33.957473714	-26.200443544	-36.996025038	-31.168719160	-34.494652138	-36.811506442	-29.850024970	-36.875931736	-32.106002615	-38.745360301	-33.461545659	-38.869794866	-36.343822071	-37.743070203	-37.618594803	-35.252260739	-30.946099698	-32.994776798	-38.164697397	-36.370098112	-37.669119786	-39.004112849	-34.363575287	-39.165771249	-29.138994245	-57.347519838	-22.383971385
 21.642189413	 12.840831143	 13.603888906	  9.413027431	  6.750545176	  7.299623640	 10.557249212	  6.726754219	  3.801360415	  5.796460923	  1.982882966	  3.882460930	  6.894813990	  6.755224829	 11.012225646	  6.934337841	  8.949917825	  4.798101747	  2.681857026	  3.873028223	  0.521486478	 11.212817986	  8.085496901	 10.766591529	  8.139651418	 15.951393577	 14.919110855	 15.043586992	  9.095644827	 13.645260992	 10.375826140	 12.296428279	 11.323880350	 10.815003052	 10.316477075	  7.195017437	  6.509841951	  7.605852264	  4.994280073	 10.826748378	  6.662750845	 11.513980125	 15.026133919	 16.105735668	  8.102521670	 16.253643637	 12.034785877	 13.320774612	  4.401161184	  7.167247471	  1.122412543
  1.742275799	  6.276937149	  5.617383752	  3.828549812	 10.663928668	  7.737272829	  7.294063543	  4.960318308	  6.113263574	  7.278641496	  7.021713246	  2.222906028	  1.341783245	  3.361679593	  3.236205150	 -0.763113641	  1.330783062	 -6.197507934	 -9.141425457	  0.399258609	 -1.124606393	 -6.890147216	 -0.995131097	  0.794407535	 -0.303937243	  5.932372343	  7.075854207	  5.946291841	  9.230963314	  4.985147906	  8.496722192	  4.167808780	  6.603659351	  6.579742943	  7.561407110	  7.148546899	  9.544211218	  6.508531748	  9.138118757	  5.088348355	  6.543942321	  4.985498346	 -1.269066623	 -1.039202761	  0.505070484	 -0.792078679	  6.113912147	  0.161294153	 13.239168093	  5.707429653	 10.398458381
  2.623462067	  0.651615002	  1.370990253	  3.271421234	  0.926570723	  6.389647486	  4.290718758	  2.068681207	  2.041136393	 -0.904417032	 -1.673938010	  0.009224046	  0.196651198	 -3.498324562	 -3.520268403	 -8.103545320	 -3.398909408	 -2.425435838	 -1.855839689	 -0.912919985	 -2.361530849	 -2.706973670	 -7.406170711	 -4.553257214	 -7.962789856	 -6.668232405	  1.744563207	 -1.537401745	 -0.733667177	 -2.226935363	 -4.995284899	 -1.179111404	 -2.140090861	  0.030444362	 -0.224919370	  0.229155400	  0.923974720	  0.776921464	 -0.018863300	  0.226670131	  0.754896123	 -0.061860375	  6.096065844	  6.356138185	 -1.157212185	  3.418045669	 -2.511619944	 -0.432616807	 -0.190984353	 14.348281437	  0.089588485
 -4.497898805	  1.795770835	  1.946571986	 -4.192023101	 -1.143348097	 -2.467647893	 -2.511116855	 -1.356383201	 -1.119102492	 -0.347407260	 -3.575781263	 -7.544175801	 -7.998566221	 -8.597301641	 -8.099172105	-10.885102959	 -7.356286414	 -9.737396926	 -9.083636351	 -0.879917320	 -3.042199092	 -8.597073813	 -1.970949064	 -0.072774100	 -0.188413222	 -3.545234914	 -5.409816328	 -2.862083220	  1.023379415	 -2.524521063	 -3.112158875	 -0.275104834	 -0.789768099	  0.873148516	  1.654304918	  1.926609308	  1.822055245	  2.543363235	  1.854349886	  2.502338831	  3.976723871	  4.058023954	 -0.757540272	 -0.254600490	  3.309517440	 -1.680428677	  1.749237495	 -0.742348571	 -2.011085336	  1.090390333	 -2.133455920
 -2.351768358	 -7.916240078	 -6.328172435	 -5.933757285	 -5.483253419	 -2.968867309	 -1.321931485	 -4.091338396	 -1.711196610	 -1.895370968	 -0.224491974	  1.371956822	  2.638831395	  2.508607049	  5.449165041	  1.997450932	  3.933370734	  1.883341215	 -1.441913658	  1.410249692	  1.004945874	  1.595045875	 -0.724514783	 -0.378367093	 -1.713820909	 -0.380963896	  0.052982721	 -3.470687685	 -3.465132716	  0.020943396	 -1.455712977	 -1.406966526	 -1.850577550	 -1.578858244	 -1.365041559	  1.717107589	 -2.214738097	 -2.486343329	 -3.972248878	 -3.039991905	 -3.503174857	 -3.515053428	 -1.149475904	 -1.546562526	 -1.626748800	  1.602678800	 -1.462579377	  0.599071864	 -7.775715248	 -6.903830166	 -4.973671349
 -0.109211436	 -2.795784069	 -4.120186801	 -0.191217705	  2.001202349	  0.248647733	  3.796663632	  4.327660515	  6.003637331	  2.967799439	  4.913161865	  7.045638388	  9.476134141	  8.125045187	  6.770379138	  2.811432066	  7.524715801	  8.610689200	  1.957563816	  2.826794720	  4.893605168	  2.139186798	  2.767199822	  0.707812653	 -1.154117435	  2.329848098	  0.386861043	 -1.173915010	 -2.939385728	  2.282450642	  2.442044932	  2.524869488	 -0.195185575	 -0.244885141	  0.750015852	  1.062932419	 -0.848630708	 -2.191482010	 -2.791701149	 -0.339345402	 -3.387386848	 -2.191496877	 -1.618794573	 -1.667804034	  0.393709554	  0.139265753	  1.566126875	  1.822364546	 -1.233327380	 -2.257503678	 -2.295771546
  4.019431983	  2.661633433	  1.310737819	 -2.999397224	 -0.892265839	 -4.876196424	 -6.089087654	 -4.470589767	 -2.820186553	 -0.658252449	 -1.513579963	 -4.450367719	 -6.011062491	 -7.345992391	 -6.091252181	 -7.654854362	 -4.397023845	 -5.267185220	 -6.828023923	 -3.837846758	 -3.881549636	 -2.835837968	 -1.536523491	 -0.391534715	 -0.457180221	  2.564727054	 -0.211847398	 -0.276312932	 -2.057935349	 -4.127784684	 -1.161588941	 -2.115160543	 -4.133258440	 -3.882531292	 -0.710929965	 -4.912771270	 -3.575932917	 -5.487487060	 -3.491947985	 -3.361351199	 -0.507282716	 -2.392805726	 -4.063665773	 -1.195333705	 -4.398852951	  4.048249506	 -1.559784299	 -2.378527674	  7.578463335	  4.217756132	  6.094719526
